Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FS,Stimulus,FSC,Yes,Yes,4:18,4:22,,
Swimming,FS,Stimulus,FNW,Yes,No,4:22,4:26,,
Swimming,FS,Stimulus,FNW,Yes,Yes,4:26,4:29,,
Swimming,FS,Stimulus,FNW,Yes,No,4:29,4:31,,
Swimming,FS,Stimulus,FNW,Yes,Yes,4:31,4:44,,
Swimming,FS,Stimulus,FNW,Yes,No,4:44,4:46,,
Swimming,FC,Control,FNW,Yes,No,4:46,4:48,,
Swimming,FC,Control,FNW,Yes,Yes,4:48,4:51,,
Swimming,FC,Control,FCC,Yes,No,4:51,4:52,,
Swimming,FC,Control,CW,Yes,No,4:52,4:55,,
Swimming,FC,Control,FCC,Yes,No,4:55,4:56,,
Swimming,FC,Control,FNW,Yes,Yes,4:56,5:00,,
Swimming,FC,Control,FNW,Yes,No,5:00,5:02,,
Swimming,FC,Control,FCC,Yes,No,5:02,5:04,,
Swimming,FC,Control,FNW,Yes,Yes,5:04,5:05,,
Swimming,FC,Control,FNW,Yes,No,5:05,5:08,,
Swimming,FC,Control,FCC,Yes,No,5:08,5:10,,
Swimming,FC,Control,FNW,Yes,Yes,5:10,5:12,,
Swimming,FC,Control,FCC,Yes,Yes,5:12,5:13,,
Swimming,FC,Control,FCC,Yes,No,5:13,5:16,,
Swimming,FC,Control,CW,Yes,No,5:16,5:19,,
Swimming,FC,Control,CW,Yes,Yes,5:19,5:21,,
Swimming,FC,Control,FCC,Yes,Yes,5:21,5:23,,
