Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FC,Control,FNW,Yes,Yes,0:18,0:19,,
Swimming,FC,Control,FNW,Yes,No,0:19,0:21,,
Swimming,FC,Control,FNW,Yes,Yes,0:21,0:25,,
Swimming,FC,Control,FNW,Yes,No,0:25,0:26,,
Swimming,FC,Control,FCC,No,Yes,0:26,0:28,,
Swimming,FC,Control,FCC,Yes,Yes,0:28,0:29,,
Swimming,FC,Control,FNW,Yes,Yes,0:29,0:30,,
Swimming,FC,Control,FNW,Yes,No,0:30,0:33,,
Swimming,FC,Control,FCC,Yes,No,0:33,0:34,,
Swimming,FC,Control,FCC,Yes,Yes,0:34,0:36,,
Swimming,FC,Control,FNW,Yes,Yes,0:36,0:38,,
Swimming,FC,Control,FNW,Yes,No,0:38,0:40,,
Swimming,FC,Control,FNW,Yes,Yes,0:40,0:43,,
Swimming,FC,Control,CW,Yes,Yes,0:43,0:45,,
Swimming,FC,Control,BNW,No,Yes,0:45,0:46,,
Swimming,BC,Control,BNW,No,Yes,0:46,0:48,,
Swimming,BC,Control,BNW,Yes,Yes,0:48,0:50,,
Swimming,BC,Control,BNW,Yes,No,0:50,0:52,,
Swimming,BC,Control,BNW,Yes,Yes,0:52,0:56,,
Swimming,BC,Control,BNW,Yes,No,0:56,1:00,,
Swimming,BC,Control,BNW,Yes,Yes,1:00,1:03,,
Swimming,BC,Control,BCC,Yes,Yes,1:03,1:04,,
Swimming,BC,Control,BNW,Yes,No,1:04,1:06,,
Swimming,BC,Control,BNW,Yes,Yes,1:06,1:13,,
Sitting,BC,Control,BCC,Yes,Yes,1:13,1:16,,
Swimming,BC,Control,CW,Yes,Yes,1:16,1:19,,
Swimming,FC,Control,FNW,No,Yes,1:19,1:21,,
Swimming,FC,Control,FNW,Yes,Yes,1:21,1:24,,
Swimming,FC,Control,SW,No,No,1:24,1:27,,
Swimming,FC,Control,SW,No,Yes,1:27,1:30,,
Swimming,BC,Control,BNW,No,Yes,1:30,1:31,,
Swimming,BC,Control,BNW,Yes,Yes,1:31,1:35,,
Swimming,BC,Control,BCC,Yes,Yes,1:35,1:38,,
Swimming,BC,Control,BNW,Yes,Yes,1:38,1:39,,
Swimming,BC,Control,BNW,Yes,No,1:39,1:42,,
Swimming,BC,Control,BNW,Yes,Yes,1:42,1:46,,
Swimming,BC,Control,BCC,Yes,Yes,1:46,1:50,,
Swimming,BC,Control,BNW,Yes,Yes,1:50,1:52,,
Swimming,BC,Control,BNW,Yes,No,1:52,1:53,,
Swimming,BC,Control,BCC,Yes,Yes,1:53,1:56,,
Swimming,BC,Control,CW,Yes,Yes,1:56,2:00,,
Sitting,BC,Control,CW,Yes,Yes,2:00,2:02,,
Swimming,BC,Control,CW,Yes,Yes,2:02,2:07,,
Swimming,FC,Control,CW,Yes,Yes,2:07,2:09,,
Swimming,FC,Control,FCC,Yes,Yes,2:09,2:13,,
Swimming,FC,Control,CW,Yes,Yes,2:13,2:20,,
Swimming,FC,Control,FCC,Yes,Yes,2:20,2:23,,
Swimming,FC,Control,FCC,Yes,No,2:23,2:25,,
Swimming,FC,Control,FCC,Yes,Yes,2:25,2:30,,
Swimming,FC,Control,FNW,Yes,No,2:30,2:33,,
Swimming,FC,Control,FNW,Yes,Yes,2:33,2:41,,
Swimming,FC,Control,FNW,Yes,No,2:41,2:43,,
Swimming,FC,Control,FNW,Yes,Yes,2:43,2:47,,
Swimming,FC,Control,CW,Yes,Yes,2:47,2:54,,
Swimming,FC,Control,CW,Yes,No,2:54,2:55,,
Swimming,FC,Control,FCC,Yes,Yes,2:55,2:59,,
Swimming,FC,Control,FNW,Yes,Yes,2:59,3:00,,
Swimming,FC,Control,FNW,Yes,No,3:00,3:02,,
Swimming,FC,Control,FNW,Yes,Yes,3:02,3:08,,
Swimming,FC,Control,FCC,Yes,Yes,3:08,3:12,,
Swimming,FC,Control,CW,Yes,Yes,3:12,3:21,,
Swimming,FC,Control,FCC,Yes,No,3:21,3:22,,
Swimming,FC,Control,FCC,Yes,Yes,3:22,3:26,,
Swimming,FC,Control,CW,Yes,Yes,3:26,3:34,,
Swimming,FC,Control,FCC,Yes,Yes,3:34,3:36,,
Swimming,FC,Control,FNW,Yes,No,3:36,3:40,,
Swimming,FC,Control,FNW,Yes,Yes,3:40,3:45,,
Swimming,FC,Control,CW,No,Yes,3:45,3:47,,
Swimming,FC,Control,CW,Yes,Yes,3:47,3:53,,
Swimming,FC,Control,CW,Yes,No,3:53,3:54,,
Swimming,FC,Control,CW,Yes,Yes,3:54,4:00,,
Swimming,FC,Control,FCC,Yes,Yes,4:00,4:09,,
Swimming,FC,Control,CW,Yes,Yes,4:09,4:12,,
Swimming,FC,Control,FCC,Yes,Yes,4:12,4:15,,
Swimming,FC,Control,FNW,Yes,Yes,4:15,4:18,,
Swimming,FC,Control,FNW,Yes,No,4:18,4:19,,
Swimming,FC,Control,FNW,Yes,Yes,4:19,4:23,,
Swimming,FC,Control,FCC,Yes,Yes,4:23,4:25,,
Swimming,FC,Control,FCC,Yes,No,4:25,4:26,,
Swimming,FC,Control,FCC,Yes,Yes,4:26,4:29,,
Swimming,FC,Control,FNW,Yes,No,4:29,4:34,,
Swimming,FC,Control,FCC,Yes,Yes,4:34,4:42,,
Swimming,FC,Control,FNW,Yes,No,4:42,4:48,,
Swimming,FC,Control,FCC,Yes,No,4:48,4:53,,
Swimming,FC,Control,FNW,Yes,No,4:53,4:57,,
Swimming,FC,Control,FNW,Yes,Yes,4:57,5:00,,
Swimming,FC,Control,FNW,Yes,No,5:00,5:02,,
Swimming,FC,Control,FCC,Yes,No,5:02,5:10,,
Swimming,FC,Control,FNW,Yes,Yes,5:10,5:15,,
Swimming,FC,Control,FNW,Yes,No,5:15,5:18,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
