Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FS,Stimulus,FNW,Yes,Yes,4:07,4:09,,
Swimming,FS,Stimulus,FNW,Yes,No,4:09,4:11,,
Swimming,FS,Stimulus,FNW,Yes,Yes,4:11,4:13,,
Swimming,FS,Stimulus,FNW,Yes,No,4:13,4:14,,
Swimming,FC,Control,FNW,Yes,No,4:14,4:15,,
Swimming,FC,Control,FNW,Yes,Yes,4:15,4:17,,
Swimming,FC,Control,FCC,Yes,Yes,4:17,4:18,,
Swimming,FC,Control,FNW,Yes,No,4:18,4:22,,
Swimming,FS,Stimulus,FNW,Yes,No,4:22,4:25,,
Swimming,FS,Stimulus,FSC,Yes,Yes,4:25,4:28,,
Swimming,FS,Stimulus,FNW,Yes,No,4:28,4:31,,
Swimming,FC,Control,FNW,Yes,No,4:31,4:32,,
Swimming,FC,Control,FNW,Yes,Yes,4:32,4:35,,
Swimming,FC,Control,FCC,Yes,Yes,4:35,4:36,,
Swimming,FC,Control,FNW,Yes,Yes,4:36,4:38,,
Swimming,FC,Control,FNW,Yes,No,4:38,4:45,,
Swimming,FS,Stimulus,FNW,Yes,No,4:45,4:47,,
Swimming,FS,Stimulus,FNW,Yes,Yes,4:47,4:50,,
Swimming,FS,Stimulus,FSC,Yes,Yes,4:50,4:55,,
Swimming,FS,Stimulus,FNW,Yes,Yes,4:55,4:56,,
Swimming,FS,Stimulus,FNW,Yes,No,4:56,4:59,,
Swimming,FS,Stimulus,FSC,Yes,No,4:59,5:02,,
Swimming,FS,Stimulus,FNW,Yes,Yes,5:02,5:05,,
Sitting,FS,Stimulus,FNW,Yes,No,5:05,5:08,,
Sitting,FS,Stimulus,FNW,Yes,Yes,5:08,5:10,,
Sitting,FS,Stimulus,FNW,Yes,No,5:10,5:22,,
