Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FC,Control,FNW,Yes,Yes,0:22,0:24,,
Swimming,FC,Control,FNW,Yes,No,0:24,0:29,,
Swimming,FS,Stimulus,FNW,Yes,No,0:29,0:31,,
Swimming,FS,Stimulus,SW,No,Yes,0:31,0:33,,
Swimming,FS,Stimulus,FNW,Yes,No,0:33,0:34,,
Swimming,FS,Stimulus,SW,Yes,No,0:34,0:36,,
Swimming,FS,Stimulus,SW,Yes,Yes,0:36,0:37,,
Swimming,FS,Stimulus,FSC,Yes,Yes,0:37,0:40,,
Swimming,FS,Stimulus,FNW,Yes,No,0:40,0:44,,
Swimming,FC,Control,FNW,Yes,No,0:44,0:49,,
Swimming,FC,Control,FNW,Yes,Yes,0:49,0:51,,
Sitting,FC,Control,FNW,Yes,Yes,0:51,0:58,,
Swimming,FC,Control,FNW,Yes,Yes,0:58,1:05,,
Swimming,FC,Control,SW,No,No,1:05,1:08,,
Swimming,FS,Stimulus,SW,No,No,1:08,1:09,,
Swimming,FS,Stimulus,FNW,Yes,No,1:09,1:10,,
Swimming,FS,Stimulus,FNW,Yes,Yes,1:10,1:11,,
Sitting,FS,Stimulus,FNW,Yes,Yes,1:11,1:29,,
Swimming,FS,Stimulus,FNW,Yes,Yes,1:29,1:30,,
Swimming,FS,Stimulus,FNW,Yes,No,1:30,1:35,,
Swimming,FS,Stimulus,FSC,Yes,No,1:35,1:36,,
Swimming,FS,Stimulus,FSC,Yes,Yes,1:36,1:39,,
Swimming,FS,Stimulus,SW,Yes,Yes,1:39,1:42,,
Swimming,FS,Stimulus,SW,Yes,No,1:42,1:43,,
Swimming,BS,Stimulus,BNW,No,No,1:43,1:44,,
Swimming,BS,Stimulus,BNW,Yes,No,1:44,1:45,,
Swimming,BS,Stimulus,BSC,Yes,Yes,1:45,1:46,,
Sitting,BS,Stimulus,BSC,Yes,Yes,1:46,1:49,,
Swimming,BS,Stimulus,BSC,Yes,No,1:49,1:51,,
Swimming,BS,Stimulus,BSC,Yes,Yes,1:51,1:52,,
Swimming,BS,Stimulus,BSC,Yes,No,1:52,1:53,,
Swimming,BS,Stimulus,BNW,Yes,Yes,1:53,1:56,,
Swimming,BS,Stimulus,BNW,Yes,No,1:56,1:59,,
Swimming,BS,Stimulus,BSC,Yes,Yes,1:59,2:02,,
Swimming,BS,Stimulus,BSC,Yes,No,2:02,2:03,,
Swimming,BS,Stimulus,BNW,Yes,Yes,2:03,2:07,,
Swimming,BS,Stimulus,BSC,Yes,Yes,2:07,2:08,,
Swimming,BS,Stimulus,SW,Yes,Yes,2:08,2:11,,
Swimming,FS,Stimulus,FNW,No,No,2:11,2:12,,
Swimming,FS,Stimulus,FSC,Yes,No,2:12,2:13,,
Swimming,FS,Stimulus,FSC,Yes,Yes,2:13,2:16,,
Swimming,FS,Stimulus,FNW,Yes,Yes,2:16,2:17,,
Swimming,FS,Stimulus,FNW,Yes,No,2:17,2:19,,
Swimming,FS,Stimulus,FNW,Yes,Yes,2:19,2:23,,
Swimming,FS,Stimulus,FNW,Yes,No,2:23,2:24,,
Swimming,FC,Control,FNW,Yes,Yes,2:24,2:27,,
Swimming,FC,Control,FNW,Yes,No,2:27,2:28,,
Swimming,FC,Control,FNW,Yes,Yes,2:28,2:29,,
Swimming,FC,Control,FCC,Yes,Yes,2:29,2:30,,
Swimming,FC,Control,FNW,Yes,Yes,2:30,2:32,,
Swimming,FC,Control,FNW,Yes,No,2:32,2:34,,
Swimming,FS,Stimulus,FNW,Yes,No,2:34,2:35,,
Swimming,FS,Stimulus,FNW,Yes,Yes,2:35,2:40,,
Swimming,FS,Stimulus,FNW,Yes,No,2:40,2:43,,
Swimming,FS,Stimulus,FSC,Yes,No,2:43,2:44,,
Swimming,FS,Stimulus,FNW,Yes,Yes,2:44,2:47,,
Swimming,FS,Stimulus,FNW,Yes,No,2:47,2:50,,
Swimming,FS,Stimulus,FSC,Yes,No,2:50,2:51,,
Swimming,FS,Stimulus,FNW,Yes,No,2:51,2:53,,
Swimming,FS,Stimulus,FSC,Yes,No,2:53,2:55,,
Swimming,FS,Stimulus,FSC,Yes,Yes,2:55,3:00,*KEEPS GOING INTO DEEP PINK CLOUD CONCENTRATED IN FSC,
Swimming,FS,Stimulus,FNW,Yes,No,3:00,3:04,|,
Swimming,FS,Stimulus,FNW,Yes,Yes,3:04,3:06,|,
Swimming,FS,Stimulus,FNW,Yes,No,3:06,3:07,|,
Swimming,FS,Stimulus,FNW,Yes,Yes,3:07,3:09,|,
Swimming,FS,Stimulus,FNW,Yes,No,3:09,3:10,|,
Swimming,FS,Stimulus,FSC,Yes,No,3:10,3:11,|,
Swimming,FS,Stimulus,FNW,Yes,Yes,3:11,3:13,|,
Swimming,FS,Stimulus,FNW,Yes,No,3:13,3:14,|,
Swimming,FS,Stimulus,FSC,Yes,No,3:14,3:15,|,
Swimming,FS,Stimulus,FNW,Yes,Yes,3:15,3:19,|,
Swimming,FS,Stimulus,FSC,Yes,No,3:19,3:21,|,
Swimming,FS,Stimulus,FSC,Yes,Yes,3:21,3:24,|,
Swimming,FS,Stimulus,FSC,Yes,No,3:24,3:29,|,
Swimming,FS,Stimulus,FNW,Yes,Yes,3:29,3:32,,
Swimming,FS,Stimulus,FNW,Yes,No,3:32,3:34,,
Swimming,FC,Control,FNW,Yes,No,3:34,3:39,,
Swimming,FS,Stimulus,FNW,Yes,No,3:39,3:42,,
Swimming,FS,Stimulus,FSC,Yes,Yes,3:42,3:44,,
Swimming,FS,Stimulus,FNW,Yes,No,3:44,3:46,,
Swimming,FS,Stimulus,FNW,Yes,Yes,3:46,3:48,,
Swimming,FS,Stimulus,FSC,Yes,No,3:48,3:50,,
Swimming,FS,Stimulus,FSC,Yes,Yes,3:50,3:51,,
Swimming,FS,Stimulus,FNW,Yes,Yes,3:51,3:53,,
Swimming,FS,Stimulus,FNW,Yes,No,3:53,3:54,,
Swimming,FS,Stimulus,FSC,Yes,No,3:54,3:57,,
Swimming,FS,Stimulus,FNW,Yes,Yes,3:57,4:00,,
Swimming,FS,Stimulus,FNW,Yes,No,4:00,4:02,,
Swimming,FS,Stimulus,FSC,Yes,No,4:02,4:04,,
Swimming,FS,Stimulus,FNW,Yes,No,4:04,4:07,,
