Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FS,Stimulus,FSC,Yes,No,0:22,0:35,,
Swimming,FS,Stimulus,FNW,Yes,No,0:35,0:39,,
Sitting,FS,Stimulus,FNW,Yes,Yes,0:39,0:43,,
Swimming,FS,Stimulus,FNW,Yes,No,0:43,0:51,,
Swimming,FS,Stimulus,FSC,Yes,No,0:51,0:53,,
Swimming,FS,Stimulus,FNW,Yes,No,0:53,0:58,,
Swimming,FS,Stimulus,FSC,Yes,No,0:58,1:04,,
Swimming,FS,Stimulus,FNW,Yes,No,1:04,1:09,,
Swimming,FS,Stimulus,FSC,Yes,No,1:09,1:11,,
Swimming,FS,Stimulus,FNW,Yes,No,1:11,1:12,,
Swimming,FS,Stimulus,FSC,Yes,No,1:12,1:16,,
Swimming,FS,Stimulus,FNW,Yes,No,1:16,1:19,,
Swimming,FS,Stimulus,FSC,Yes,No,1:19,1:22,,
Swimming,FS,Stimulus,FNW,Yes,No,1:22,1:29,,
Swimming,FS,Stimulus,FSC,Yes,No,1:29,1:31,,
Swimming,FS,Stimulus,FNW,Yes,No,1:31,1:40,,
Swimming,FS,Stimulus,FSC,Yes,No,1:40,1:42,,
Swimming,FS,Stimulus,SW,Yes,No,1:42,1:43,,
Sitting,FS,Stimulus,SW,Yes,Yes,1:43,2:37,,
Swimming,FS,Stimulus,SW,Yes,No,2:37,2:38,,
Swimming,FS,Stimulus,FSC,Yes,No,2:38,2:41,,
Swimming,FS,Stimulus,FNW,Yes,No,2:41,2:47,,
Swimming,FS,Stimulus,FSC,Yes,No,2:47,2:48,,
Swimming,FS,Stimulus,FNW,Yes,No,2:48,2:51,,
Swimming,FS,Stimulus,FSC,Yes,No,2:51,2:55,,
Swimming,FS,Stimulus,FNW,Yes,No,2:55,3:11,,
Swimming,FS,Stimulus,SW,Yes,No,3:11,3:14,,
Sitting,FS,Stimulus,BSC,No,Yes,3:14,3:16,,
Swimming,FS,Stimulus,SW,Yes,No,3:16,3:17,,
Swimming,FS,Stimulus,FNW,Yes,No,3:17,3:25,,
Swimming,FS,Stimulus,FSC,Yes,No,3:25,3:28,,
Swimming,FS,Stimulus,FNW,Yes,No,3:28,3:31,,
Swimming,FS,Stimulus,FNW,Yes,No,3:31,3:34,,
Swimming,FS,Stimulus,FNW,Yes,No,3:34,3:43,,
Sitting,FS,Stimulus,CW,No,Yes,3:43,3:54,,
Swimming,FS,Stimulus,CW,No,No,3:54,3:56,,
Swimming,FC,Control,FNW,Yes,No,3:56,4:06,,
Swimming,FC,Control,FCC,Yes,No,4:06,4:12,,
Sitting,FC,Control,FCC,Yes,No,4:12,4:14,,
Swimming,FC,Control,CW,Yes,No,4:14,4:15,,
Sitting,FC,Control,CW,Yes,Yes,4:15,5:22,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
