Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,BC,Control,BCC,Yes,No,0:19,0:22,,
Swimming,BC,Control,CW,Yes,No,0:22,0:26,,
Swimming,FC,Control,CW,Yes,No,0:26,0:33,,
Swimming,FC,Control,FNW,No,No,0:33,0:37,,
Sitting,FC,Control,FNW,No,No,0:37,0:40,,
Swimming,FC,Control,CW,No,No,0:40,0:51,,
Swimming,FC,Control,FCC,Yes,No,0:51,1:01,,
Swimming,FC,Control,CW,Yes,No,1:01,1:09,,
Sitting,FC,Control,CW,Yes,No,1:09,1:10,,
Swimming,FC,Control,CW,Yes,No,1:10,1:20,,
Sitting,FC,Control,CW,Yes,No,1:20,1:23,,
Swimming,FC,Control,CW,Yes,No,1:23,1:32,,
Swimming,FC,Control,FCC,Yes,No,1:32,1:39,,
Sitting,FC,Control,CW,Yes,No,1:39,1:42,,
Swimming,FC,Control,FCC,Yes,No,1:42,1:52,,
Swimming,FC,Control,CW,Yes,No,1:52,2:00,,
Swimming,FC,Control,FCC,Yes,No,2:00,2:02,,
Sitting,FC,Control,FCC,Yes,No,2:02,2:04,,
Swimming,FC,Control,FCC,Yes,No,2:04,2:40,,
Swimming,FC,Control,CW,Yes,No,2:40,2:42,,
Swimming,FC,Control,FCC,Yes,No,2:42,3:13,,
Sitting,FC,Control,FCC,Yes,No,3:13,3:16,,
Swimming,FC,Control,FCC,Yes,No,3:16,3:42,,
Sitting,FC,Control,FCC,Yes,No,3:42,3:45,,
Swimming,FC,Control,FCC,Yes,No,3:45,4:02,,
Swimming,FC,Control,CW,Yes,No,4:02,4:04,,
Swimming,FC,Control,FCC,Yes,No,4:04,4:09,,
Sitting,FC,Control,FCC,Yes,No,4:09,4:17,,
Swimming,FC,Control,FCC,Yes,No,4:17,5:05,,
Swimming,FC,Control,CW,Yes,No,5:05,5:07,,
Swimming,FC,Control,FCC,Yes,No,5:07,5:12,,
Sitting,FC,Control,FCC,Yes,No,5:12,5:15,,
Swimming,FC,Control,FCC,Yes,No,5:15,5:19,,
