Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Sitting,Center,Center,FNW,No,No,0:19,1:22,,
Swimming,FS,Stimulus,FNW,No,No,1:22,1:31,,
Swimming,FS,Stimulus,FSC,No,No,1:31,1:41,,
Sitting,FS,Stimulus,FSC,No,Yes,1:41,1:51,,
Swimming,FS,Stimulus,SW,No,No,1:51,1:58,,
Swimming,FS,Stimulus,BSC,No,No,1:58,2:03,,
Swimming,BS,Stimulus,BSC,No,No,2:03,2:08,,
Sitting,BS,Stimulus,BSC,Yes,No,2:08,2:15,,
Swimming,BS,Stimulus,BSC,Yes,No,2:15,2:20,,
Swimming,BS,Stimulus,BNW,Yes,No,2:20,2:21,,
Sitting,BS,Stimulus,BNW,Yes,No,2:21,2:24,,
Swimming,BS,Stimulus,BNW,Yes,No,2:24,2:27,,
Swimming,BS,Stimulus,BSC,Yes,No,2:27,2:31,,
Swimming,BS,Stimulus,BNW,Yes,No,2:31,2:41,,
Sitting,BS,Stimulus,BNW,Yes,Yes,2:41,2:58,,
Sitting,BS,Stimulus,BNW,Yes,No,2:58,3:00,,
Sitting,BS,Stimulus,BNW,Yes,No,0:00,0:03,,
Swimming,BS,Stimulus,CW,No,No,0:03,0:14,,
Swimming,BC,Control,CW,No,No,0:14,0:20,,
Swimming,FC,Control,CW,No,No,0:20,0:22,,
Swimming,FC,Control,FCC,No,No,0:22,0:26,,
Swimming,FC,Control,FCC,Yes,No,0:26,0:40,,
Swimming,FC,Control,FNW,Yes,No,0:40,0:44,,
Swimming,FC,Control,FCC,Yes,No,0:44,0:46,,
Swimming,FC,Control,FNW,Yes,No,0:46,1:01,,
Swimming,FS,Stimulus,FNW,Yes,No,1:01,1:02,,
Sitting,FS,Stimulus,FNW,Yes,Yes,1:02,1:16,,
Sitting,FS,Stimulus,FNW,Yes,No,1:16,1:19,,
Swimming,FS,Stimulus,FNW,Yes,No,1:19,1:43,This turtle is just really slow and makes very small movements,
Swimming,FS,Stimulus,FSC,Yes,No,1:43,2:02,,
Swimming,FS,Stimulus,FNW,Yes,No,2:02,2:19,,
