Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Sitting,Center,Center,FNW,No,No,0:18,1:30,,
Sitting,Center,Center,FNW,No,Yes,1:30,1:54,,
Sitting,Center,Center,FNW,No,No,1:54,1:55,,
Swimming,FS,Stimulus,FNW,No,No,1:55,1:58,,
Swimming,FS,Stimulus,FNW,Yes,No,1:58,2:01,,
Sitting,FS,Stimulus,FNW,Yes,No,2:01,2:02,,
Sitting,FS,Stimulus,FNW,Yes,Yes,2:02,2:14,,
Swimming,FS,Stimulus,FNW,Yes,Yes,2:14,2:15,,
Swimming,FS,Stimulus,FNW,Yes,No,2:15,2:18,,
Swimming,FC,Control,FNW,Yes,No,2:18,2:23,,
Swimming,FC,Control,CW,No,No,2:23,2:25,,
Swimming,FC,Control,FCC,Yes,No,2:25,2:26,,
Sitting,FC,Control,FCC,Yes,No,2:26,2:28,,
Sitting,FC,Control,FCC,Yes,Yes,2:28,2:39,,
Swimming,FC,Control,CW,Yes,No,2:39,2:40,,
Swimming,FC,Control,FCC,Yes,No,2:40,2:43,,
Sitting,FC,Control,FNW,Yes,Yes,2:43,3:00,,
Sitting,FC,Control,FNW,Yes,Yes,0:00,0:04,,
Swimming,FC,Control,FNW,Yes,No,0:04,0:07,,
Swimming,FC,Control,FCC,Yes,No,0:07,0:17,,
Swimming,FC,Control,FNW,Yes,No,0:17,0:19,,
Swimming,FC,Control,FCC,Yes,No,0:19,0:51,,
Sitting,FC,Control,FCC,Yes,Yes,0:51,1:14,,
Swimming,FC,Control,FNW,Yes,No,1:14,1:18,,
Sitting,FC,Control,FNW,Yes,Yes,1:18,1:22,,
Swimming,FC,Control,FNW,Yes,Yes,1:22,1:23,,
Swimming,FC,Control,FNW,Yes,No,1:23,1:33,,
Sitting,FC,Control,FCC,Yes,Yes,1:33,1:35,,
Swimming,FC,Control,FCC,Yes,No,1:35,1:37,,
Sitting,FC,Control,FCC,Yes,Yes,1:37,1:45,,
Swimming,FC,Control,FCC,Yes,No,1:45,1:59,,
Sitting,FC,Control,FCC,Yes,Yes,1:59,2:18,,
