Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FC,Control,CW,Yes,No,0:17,0:20,*Movements started out very slow in the first half of the trial but then they became more like actual swimming rather than slow pivoting in the second half,
Sitting,FC,Control,CW,Yes,No,0:20,0:22,,
Swimming,FC,Control,CW,Yes,No,0:22,0:24,,
Swimming,FC,Control,BCC,No,No,0:24,0:25,,
Sitting,FC,Control,BCC,No,No,0:25,0:28,,
Swimming,FC,Control,BCC,No,No,0:28,0:30,,
Swimming,FC,Control,BNW,No,No,0:30,0:33,,
Sitting,FC,Control,BNW,No,No,0:33,0:40,,
Swimming,FC,Control,BCC,No,No,0:40,0:46,,
Sitting,FC,Control,BCC,No,No,0:46,0:50,,
Swimming,FC,Control,BNW,No,No,0:50,0:52,,
Sitting,FC,Control,BNW,No,No,0:52,0:55,,
Swimming,FC,Control,BCC,No,No,0:55,1:01,,
Swimming,FC,Control,CW,Yes,No,1:01,1:03,,
Swimming,FC,Control,FCC,No,No,1:03,1:07,,
Swimming,FC,Control,FNW,No,No,1:07,1:12,,
Sitting,FC,Control,FNW,No,No,1:12,1:17,,
Sitting,FC,Control,FNW,No,Yes,1:17,1:32,,
Swimming,FC,Control,FNW,No,No,1:32,1:33,,
Swimming,FC,Control,FNW,Yes,No,1:33,1:44,,
Swimming,FC,Control,SW,No,No,1:44,1:45,,
Swimming,FS,Stimulus,SW,No,No,1:45,1:50,,
Swimming,FS,Stimulus,FSC,Yes,No,1:50,1:53,,
Swimming,FS,Stimulus,FNW,Yes,No,1:53,2:00,,
Swimming,FC,Control,FNW,Yes,No,2:00,2:04,,
Sitting,FC,Control,FNW,Yes,Yes,2:04,2:25,,
Swimming,FC,Control,FNW,Yes,No,2:25,2:41,,
Swimming,FS,Stimulus,FNW,Yes,No,2:41,2:45,,
Swimming,FS,Stimulus,FSC,Yes,No,2:45,2:55,,
Swimming,FS,Stimulus,SW,Yes,No,2:55,2:57,,
Swimming,FS,Stimulus,FSC,Yes,No,2:57,3:00,,
Swimming,FS,Stimulus,FSC,Yes,No,0:00,0:25,,
Swimming,FS,Stimulus,FNW,Yes,No,0:25,0:27,,
Swimming,FS,Stimulus,FSC,Yes,No,0:27,0:34,,
Swimming,FS,Stimulus,SW,Yes,No,0:34,0:39,,
Swimming,BS,Stimulus,SW,Yes,No,0:39,0:40,,
Sitting,BS,Stimulus,SW,Yes,Yes,0:40,0:59,,
Swimming,BS,Stimulus,SW,Yes,No,0:59,1:00,,
Swimming,FS,Stimulus,SW,Yes,No,1:00,1:01,,
Swimming,FS,Stimulus,FSC,Yes,No,1:01,1:38,,
Swimming,FS,Stimulus,SW,Yes,No,1:38,1:40,,
Swimming,FS,Stimulus,FSC,Yes,No,1:40,2:08,,
Swimming,FS,Stimulus,SW,Yes,No,2:08,2:10,,
Swimming,FS,Stimulus,FSC,Yes,No,2:10,2:17,,
