Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Sitting,Center,Center,FNW,No,No,0:15,1:33,,
Sitting,Center,Center,FNW,No,Yes,1:33,1:50,,
Swimming,FC,Control,FNW,No,No,1:50,1:55,,
Swimming,FC,Control,CW,No,No,1:55,1:56,,
Swimming,FC,Control,FCC,No,No,1:56,1:58,,
Sitting,FC,Control,FCC,No,Yes,1:58,2:09,,
Swimming,FC,Control,FCC,Yes,No,2:09,2:10,,
Swimming,FC,Control,FNW,Yes,No,2:10,2:16,,
Sitting,FC,Control,FNW,Yes,Yes,2:16,2:29,,
Swimming,FC,Control,SW,No,Yes,2:29,2:30,,
Swimming,FC,Control,SW,No,No,2:30,2:33,,
Swimming,FS,Stimulus,SW,No,No,2:33,2:37,,
Sitting,FS,Stimulus,FSC,No,Yes,2:37,2:46,,
Swimming,FS,Stimulus,FSC,No,Yes,2:46,2:48,,
Swimming,FS,Stimulus,FNW,Yes,No,2:48,2:54,,
Swimming,FC,Control,FNW,Yes,No,2:54,2:57,,
Sitting,FC,Control,FNW,Yes,Yes,2:57,3:00,,
Sitting,FC,Control,FNW,Yes,Yes,0:00,0:22,,
Swimming,FC,Control,FNW,Yes,No,0:22,0:28,,
Sitting,FC,Control,FNW,Yes,Yes,0:28,0:33,,
Swimming,FC,Control,FNW,Yes,Yes,0:33,0:45,,
Swimming,FC,Control,FNW,Yes,No,0:45,0:51,,
Swimming,FC,Control,FNW,Yes,Yes,0:51,1:01,,
Swimming,FC,Control,FNW,Yes,No,1:01,1:09,,
Swimming,FS,Stimulus,FNW,Yes,Yes,1:09,1:15,,
Swimming,FS,Stimulus,FNW,Yes,No,1:15,1:17,,
Swimming,FS,Stimulus,FNW,Yes,Yes,1:17,1:25,,
Swimming,FS,Stimulus,FSC,Yes,No,1:25,1:27,,
Sitting,FS,Stimulus,FSC,Yes,Yes,1:27,1:30,,
Swimming,FS,Stimulus,FSC,Yes,Yes,1:30,1:35,,
Sitting,FS,Stimulus,FSC,Yes,Yes,1:35,1:44,,
Swimming,FS,Stimulus,SW,Yes,Yes,1:44,1:45,,
Swimming,FS,Stimulus,SW,Yes,No,1:45,1:47,,
Swimming,BS,Stimulus,BSC,No,No,1:47,1:49,,
Swimming,BS,Stimulus,BSC,Yes,No,1:49,1:50,,
Sitting,BS,Stimulus,BSC,Yes,Yes,1:50,2:07,,
Swimming,BS,Stimulus,BSC,Yes,No,2:07,2:15,*Very small more clawing like movements with front feet,
