Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Sitting,Center,Center,FNW,No,No,0:26,3:00,,
Sitting,Center,Center,FNW,No,No,0:00,0:02,,
Swimming,FC,Control,FNW,No,No,0:02,0:06,,
Swimming,FC,Control,FCC,No,No,0:06,0:11,,
Sitting,FC,Control,FCC,No,Yes,0:11,0:27,,
Sitting,FC,Control,FCC,No,No,0:27,0:33,,
Swimming,FC,Control,FCC,No,No,0:33,0:37,,
Swimming,FC,Control,CW,No,No,0:37,0:48,,
Swimming,FC,Control,FCC,No,No,0:48,0:56,,
Swimming,FC,Control,FCC,Yes,No,0:56,1:03,,
Swimming,FC,Control,FNW,Yes,No,1:03,1:04,,
Sitting,FC,Control,FNW,Yes,No,1:04,1:09,,
Swimming,FC,Control,FNW,Yes,No,1:09,1:12,,
Sitting,FC,Control,FCC,Yes,No,1:12,1:14,,
Swimming,FC,Control,FCC,Yes,No,1:14,1:33,,
Swimming,FC,Control,FNW,Yes,No,1:33,1:48,,
Sitting,FC,Control,FNW,Yes,No,1:48,2:26,,
