Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FS,Stimulus,FSC,No,No,0:19,0:22,,
Swimming,FS,Stimulus,SW,No,No,0:22,0:28,,
Swimming,FS,Stimulus,SW,Yes,No,0:28,0:37,,
Swimming,FS,Stimulus,FSC,No,No,0:37,0:40,,
Swimming,FS,Stimulus,SW,Yes,No,0:40,0:49,,
Swimming,FS,Stimulus,FSC,Yes,No,0:49,0:58,,
Swimming,FS,Stimulus,FNW,Yes,No,0:58,1:00,,
Swimming,FS,Stimulus,FSC,Yes,No,1:00,1:02,,
Swimming,FS,Stimulus,SW,Yes,No,1:02,1:04,,
Swimming,FS,Stimulus,FSC,Yes,No,1:04,1:18,,
Swimming,FS,Stimulus,SW,Yes,No,1:18,1:21,,
Swimming,FS,Stimulus,FSC,Yes,No,1:21,1:32,,
Swimming,FS,Stimulus,SW,Yes,No,1:32,1:41,,
Swimming,BS,Stimulus,SW,Yes,No,1:41,1:43,,
Swimming,BS,Stimulus,BNW,No,No,1:43,1:46,,
Swimming,BS,Stimulus,BSC,Yes,No,1:46,1:49,,
Swimming,BS,Stimulus,BNW,Yes,No,1:49,1:53,,
Sitting,BS,Stimulus,BNW,Yes,No,1:53,1:55,,
Swimming,BS,Stimulus,BNW,Yes,No,1:55,1:58,,
Swimming,BS,Stimulus,BSC,Yes,No,1:58,2:09,,
Swimming,BS,Stimulus,BNW,Yes,No,2:09,2:13,,
Sitting,BS,Stimulus,BNW,Yes,No,2:13,2:21,,
Sitting,BS,Stimulus,BNW,Yes,Yes,2:21,2:34,,
Swimming,BS,Stimulus,BNW,Yes,No,2:34,2:37,,
Swimming,BS,Stimulus,CW,No,No,2:37,2:46,*Really sad pivot,
Swimming,BS,Stimulus,FNW,No,No,2:46,2:50,,
Swimming,FS,Stimulus,FNW,No,No,2:50,2:52,,
Swimming,FS,Stimulus,FSC,No,No,2:52,2:55,,
Swimming,FS,Stimulus,FNW,No,No,2:55,2:57,,
Swimming,FS,Stimulus,FNW,Yes,No,2:57,2:58,,
Swimming,FS,Stimulus,FSC,Yes,No,2:58,3:00,,
Swimming,FS,Stimulus,FSC,Yes,No,0:00,0:02,,
Swimming,FS,Stimulus,SW,Yes,No,0:02,0:05,*She basically spun in a circle,
Swimming,BS,Stimulus,SW,Yes,No,0:05,0:11,,
Swimming,FS,Stimulus,FSC,No,No,0:11,0:17,,
Swimming,FS,Stimulus,FNW,Yes,No,0:17,0:21,,
Swimming,FS,Stimulus,FSC,Yes,No,0:21,0:28,,
Swimming,FS,Stimulus,FNW,Yes,No,0:28,0:31,,
Swimming,FS,Stimulus,FSC,Yes,No,0:31,0:39,,
Swimming,FS,Stimulus,FNW,Yes,No,0:39,0:43,,
Swimming,FS,Stimulus,FSC,Yes,No,0:43,0:47,,
Swimming,FS,Stimulus,SW,Yes,No,0:47,0:52,,
Swimming,FS,Stimulus,FSC,Yes,No,0:52,0:55,,
Swimming,FS,Stimulus,FNW,Yes,No,0:55,1:02,,
Swimming,FS,Stimulus,FSC,Yes,No,1:02,1:09,,
Swimming,FS,Stimulus,FNW,Yes,No,1:09,1:12,,
Swimming,FS,Stimulus,FSC,Yes,No,1:12,1:18,,
Swimming,FS,Stimulus,SW,Yes,No,1:18,1:19,,
Swimming,FS,Stimulus,FSC,Yes,No,1:19,1:22,,
Swimming,FS,Stimulus,SW,Yes,No,1:22,1:28,,
Sitting,FS,Stimulus,SW,Yes,No,1:28,1:31,,
Swimming,FS,Stimulus,SW,Yes,No,1:31,1:33,,
Swimming,FS,Stimulus,FSC,Yes,No,1:33,1:55,,
Swimming,FS,Stimulus,FNW,Yes,No,1:55,1:57,,
Swimming,FS,Stimulus,FSC,Yes,No,1:57,2:16,,
Swimming,FS,Stimulus,FNW,Yes,No,2:16,2:19,,
