Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Swimming,FS,Stimulus,FSC,Yes,No,2:38,2:40,,
Swimming,FS,Stimulus,FSC,Yes,Yes,2:40,2:43,,
Swimming,FS,Stimulus,FSC,Yes,No,2:43,2:45,,
Swimming,FS,Stimulus,FSC,Yes,Yes,2:45,2:51,,
Swimming,FS,Stimulus,FSC,Yes,No,2:51,2:52,,
Swimming,FS,Stimulus,FSC,Yes,Yes,2:52,2:54,,
Sitting,FS,Stimulus,FSC,Yes,Yes,2:54,2:55,,
Swimming,FS,Stimulus,FSC,Yes,Yes,2:55,2:57,,
Swimming,FS,Stimulus,FNW,Yes,No,2:57,3:00,,
Swimming,FS,Stimulus,FNW,Yes,No,0:00,0:01,,
Sitting,FS,Stimulus,FNW,Yes,Yes,0:01,0:02,,
Swimming,FS,Stimulus,FNW,Yes,Yes,0:02,0:04,,
Swimming,FS,Stimulus,FNW,Yes,No,0:04,0:05,,
Swimming,FS,Stimulus,CW,No,No,0:05,0:06,,
Sitting,FS,Stimulus,CW,No,Yes,0:06,0:09,,
Swimming,FS,Stimulus,CW,No,Yes,0:09,0:10,,
Swimming,FS,Stimulus,FNW,Yes,No,0:10,0:12,,
Sitting,FC,Control,FNW,Yes,Yes,0:12,0:14,,
Swimming,FC,Control,FNW,Yes,Yes,0:14,0:16,,
Sitting,FC,Control,FNW,Yes,Yes,0:16,0:22,,
Swimming,FC,Control,FNW,Yes,No,0:22,0:23,,
Sitting,FC,Control,FCC,No,Yes,0:23,0:25,,
Swimming,FC,Control,FCC,No,No,0:25,0:26,,
Swimming,FC,Control,CW,No,No,0:26,0:28,,
Sitting,FC,Control,CW,Yes,Yes,0:28,0:33,,
Swimming,FC,Control,CW,Yes,Yes,0:33,0:35,,
Swimming,FC,Control,BCC,No,Yes,0:35,0:36,,
Swimming,BC,Control,BCC,No,Yes,0:36,0:37,,
Swimming,BC,Control,BNW,Yes,No,0:37,0:39,,
Sitting,BC,Control,BNW,Yes,Yes,0:39,0:41,,
Swimming,BC,Control,BNW,Yes,Yes,0:41,0:42,,
Swimming,BC,Control,BNW,Yes,No,0:42,0:45,,
Swimming,BC,Control,BCC,Yes,No,0:45,0:46,,
Sitting,BC,Control,BNW,Yes,Yes,0:46,0:50,,
Swimming,BC,Control,BNW,Yes,No,0:50,0:54,,
Swimming,BC,Control,BCC,Yes,No,0:54,0:55,,
Sitting,BC,Control,BCC,Yes,Yes,0:55,0:58,,
Swimming,BC,Control,BNW,Yes,Yes,0:58,0:59,,
Swimming,BC,Control,BNW,Yes,No,0:59,1:02,,
Sitting,BC,Control,BNW,Yes,Yes,1:02,1:06,,
Swimming,BC,Control,BNW,Yes,Yes,1:06,1:08,,
Swimming,BC,Control,BNW,Yes,No,1:08,1:10,,
Sitting,BC,Control,BNW,Yes,Yes,1:10,1:12,,
Swimming,BC,Control,BNW,Yes,No,1:12,1:14,,
Sitting,BC,Control,BNW,Yes,Yes,1:14,1:18,,
Swimming,BC,Control,BNW,Yes,Yes,1:18,1:19,,
Swimming,BC,Control,BNW,Yes,No,1:19,1:25,,
Sitting,BC,Control,BNW,Yes,Yes,1:25,1:28,,
Swimming,BC,Control,BCC,No,No,1:28,1:29,,
Swimming,BC,Control,CW,Yes,No,1:29,1:30,,
Sitting,BC,Control,CW,Yes,Yes,1:30,1:36,,
Swimming,BC,Control,CW,Yes,No,1:36,1:38,,
Swimming,FC,Control,CW,Yes,No,1:38,1:39,,
Sitting,FC,Control,FCC,Yes,Yes,1:39,1:42,,
Swimming,FC,Control,FNW,Yes,No,1:42,1:44,,
Sitting,FC,Control,FNW,Yes,Yes,1:44,1:47,,
Swimming,FC,Control,FNW,Yes,No,1:47,1:48,,
Swimming,FC,Control,CW,Yes,No,1:48,1:51,,
Swimming,BC,Control,CW,Yes,No,1:51,1:52,,
Swimming,BC,Control,BCC,Yes,No,1:52,1:53,,
Sitting,BC,Control,BCC,Yes,Yes,1:53,1:55,,
Swimming,BC,Control,BNW,Yes,Yes,1:55,1:56,,
Swimming,BC,Control,BNW,Yes,No,1:56,2:02,,
Swimming,BC,Control,BNW,Yes,Yes,2:02,2:06,,
Swimming,BC,Control,BNW,Yes,No,2:06,2:07,,
Swimming,BS,Stimulus,BNW,Yes,No,2:07,2:08,,
Sitting,BS,Stimulus,BNW,Yes,Yes,2:08,2:19,,
