Behavior,Quadrant,Side,Wall_Corner_Facing,Touching_Wall,Head_Up,Start_Time,End_Time,,
Sitting,Center,Center,FNW,No,No,0:17,2:09,,
Swimming,FC,Control,FNW,No,No,2:09,2:11,,
Swimming,FC,Control,FCC,No,No,2:11,2:14,,
Swimming,FC,Control,CW,No,No,2:14,2:26,,
Swimming,FC,Control,FCC,No,No,2:26,2:28,,
Swimming,FC,Control,FNW,Yes,No,2:28,2:30,,
Sitting,FC,Control,FNW,Yes,No,2:30,2:33,,
Swimming,FC,Control,FCC,Yes,No,2:33,2:35,,
Sitting,FC,Control,FCC,Yes,No,2:35,2:38,,
Swimming,FC,Control,FCC,Yes,No,2:38,2:44,,
Swimming,FC,Control,CW,Yes,No,2:44,2:51,,
Swimming,BC,Control,CW,Yes,No,2:51,2:55,,
Swimming,BC,Control,BCC,Yes,No,2:55,2:58,,
Swimming,BC,Control,BNW,Yes,No,2:58,3:00,,
Swimming,BC,Control,BNW,Yes,No,0:00,0:06,,
Swimming,BC,Control,BCC,Yes,No,0:06,0:08,,
Swimming,BC,Control,BNW,Yes,No,0:08,0:13,,
Swimming,BC,Control,BCC,Yes,No,0:13,0:28,,
Swimming,BC,Control,BNW,Yes,No,0:28,0:33,,
Swimming,BC,Control,BCC,Yes,No,0:33,0:42,,
Sitting,BC,Control,BNW,Yes,Yes,0:42,1:52,,
Sitting,BC,Control,BNW,Yes,No,1:52,1:57,,
Swimming,BC,Control,BNW,Yes,No,1:57,2:17,*More like gentle rocking side to side,
